Layers,Nodes,Function,train MSE,test MSE
4,32,tan(x),560.0049438476562,57.350711822509766
4,32,exp(x),6.182143988553435e-05,2.989883978443686e-05
4,32,sqrt(x),4.800164606422186e-05,5.5445925681851804e-05
4,32,log(x),0.008320329710841179,0.015332984738051891
4,32,exp(-x**2),4.329636453803687e-07,4.4781441488339624e-07
1,256,x,3.562283978908454e-08,3.554733041255531e-08
1,256,x**2,0.0004089802678208798,0.00025056523736566305
1,256,x**3,0.10608121752738953,0.0524069219827652
1,256,x**4,16.09893035888672,8.061929702758789
1,256,x**5,300.7618713378906,91.97252655029297
1,256,1/x,4777.38330078125,8891.478515625
1,256,1/x**2,8352157696.0,14631428096.0
1,256,1/x**3,84942960721920.0,54650833207296.0
1,256,1/x**4,74680572575744.0,59168367050752.0
1,256,1/x**5,1747667289899008.0,130480183705600.0
1,256,sin(x),8.241042087320238e-05,6.36299082543701e-05
1,256,cos(x),0.00031932623824104667,0.00021948505309410393
1,256,sin(2x),0.007917331531643867,0.00873738992959261
1,256,cos(2x),0.009197315201163292,0.004035210702568293
1,256,sin(x**2),0.08415483683347702,0.12849627435207367
1,256,cos(x**2),0.08467380702495575,0.07328880578279495
1,256,tan(x),656.645751953125,70.1432113647461
1,256,exp(x),0.01779777556657791,0.010468440130352974
1,256,sqrt(x),0.004251680802553892,0.003966811113059521
1,256,log(x),0.24530181288719177,0.23916538059711456
1,256,exp(-x**2),0.00016095656610559672,0.00017241969180759043
2,256,x,5.934576847721473e-07,6.429625614146062e-07
2,256,x**2,0.00045260845217853785,0.0004055463068652898
2,256,x**3,0.000710680556949228,0.000600137747824192
2,256,x**4,0.01492417324334383,0.018882017582654953
2,256,x**5,0.12290610373020172,0.105411596596241
2,256,1/x,4457.759765625,10007.8154296875
2,256,1/x**2,7997440000.0,13772103680.0
2,256,1/x**3,84267258347520.0,53810533761024.0
2,256,1/x**4,70113097154560.0,55780078256128.0
2,256,1/x**5,1744984411734016.0,129709161578496.0
2,256,sin(x),6.022871730237966e-06,5.619797320832731e-06
2,256,cos(x),1.3535411653720075e-06,2.045223936875118e-06
2,256,sin(2x),0.00014548814215231687,0.00012816712842322886
2,256,cos(2x),2.4656052119098604e-05,2.095776653732173e-05
2,256,sin(x**2),0.002360865706577897,0.003067926736548543
2,256,cos(x**2),0.0026392447762191296,0.0047008381225168705
2,256,tan(x),610.1614990234375,62.87822723388672
2,256,exp(x),0.0018243490485474467,0.0012317124055698514
2,256,sqrt(x),0.0001349891972495243,0.0001303537137573585
2,256,log(x),0.02818424254655838,0.03948516026139259
2,256,exp(-x**2),3.2020778917285497e-07,4.003899221061147e-07
3,256,x,4.886122769676149e-05,5.4945739975664765e-05
3,256,x**2,0.004000172019004822,0.005019112955778837
3,256,x**3,0.011883589439094067,0.01182105764746666
3,256,x**4,0.0011433152249082923,0.0011482782429084182
3,256,x**5,0.2937617301940918,0.15339916944503784
3,256,1/x,4724.56591796875,8796.65234375
3,256,1/x**2,4096185344.0,4432033280.0
3,256,1/x**3,74808096194560.0,40261203787776.0
3,256,1/x**4,21492672757760.0,13307135131648.0
3,256,1/x**5,1677439071682560.0,115684415635456.0
3,256,sin(x),1.3509189784599585e-06,1.2681089174293447e-06
3,256,cos(x),2.98164491141506e-06,2.7225148642173735e-06
3,256,sin(2x),0.00010217263479717076,0.00011575112148420885
3,256,cos(2x),6.9708780756627675e-06,1.215552674693754e-05
3,256,sin(x**2),1.9458888345980085e-05,4.6578174078604206e-05
3,256,cos(x**2),0.0003454268735367805,0.00047011568676680326
3,256,tan(x),530.0853271484375,47.07749938964844
3,256,exp(x),0.00031123848748393357,0.00040746116428636014
3,256,sqrt(x),2.667799526534509e-05,3.1467207008972764e-05
3,256,log(x),0.006195710506290197,0.011306170374155045
3,256,exp(-x**2),5.965582516864743e-08,5.621633292207662e-08
4,256,x,1.7417940398445353e-05,2.0583940568030812e-05
4,256,x**2,0.00018676076433621347,0.00023504134151153266
4,256,x**3,0.0016013310523703694,0.0013382763136178255
4,256,x**4,0.042294230312108994,0.024196039885282516
4,256,x**5,0.30046892166137695,0.4653843343257904
4,256,1/x,4759.2294921875,8724.3486328125
4,256,1/x**2,2915210752.0,1925828480.0
4,256,1/x**3,36169542795264.0,31795288064.0
4,256,1/x**4,236600573952.0,178662752256.0
4,256,1/x**5,1575278711144448.0,47034186858496.0
4,256,sin(x),8.275256732304115e-06,6.149136879685102e-06
4,256,cos(x),9.459506145503838e-06,9.23226798477117e-06
4,256,sin(2x),6.870421930216253e-05,8.920675463741645e-05
4,256,cos(2x),4.0631853153172415e-06,2.276649183841073e-06
4,256,sin(x**2),8.452793554170057e-05,0.00013133272295817733
4,256,cos(x**2),0.0008358169579878449,0.0007137908251024783
4,256,tan(x),580.8933715820312,62.015602111816406
4,256,exp(x),0.007379031274467707,0.009338741190731525
4,256,sqrt(x),3.0003022402524948e-05,3.1289739126805216e-05
4,256,log(x),0.005439037922769785,0.010351560078561306
4,256,exp(-x**2),2.1782912540402322e-07,2.196262585130171e-07
5,4,x,3.057976755371783e-06,2.6147920380026335e-06
5,4,x**2,0.000497738248668611,0.0002994628739543259
5,4,x**3,0.1156340092420578,0.0713883638381958
5,4,x**4,1.0558650493621826,0.1972290575504303
5,4,x**5,261.0080261230469,9.844740867614746
5,4,1/x,4685.18603515625,9205.1064453125
5,4,1/x**2,8357537280.0,14642178048.0
5,4,1/x**3,84943732473856.0,54651726594048.0
5,4,1/x**4,74680270585856.0,59168144752640.0
5,4,1/x**5,1747669974253568.0,130481081286656.0
5,4,sin(x),8.428910950897262e-05,1.4163554624246899e-05
5,4,cos(x),7.486654067179188e-05,4.498408816289157e-05
5,4,sin(2x),0.001790965790860355,0.00012135030556237325
5,4,cos(2x),0.025109998881816864,0.03155652433633804
5,4,sin(x**2),0.00836117286235094,0.006452374625951052
5,4,cos(x**2),0.029150912538170815,0.02637389674782753
5,4,tan(x),640.34716796875,70.71459197998047
5,4,exp(x),0.001972553785890341,0.0011031150352209806
5,4,sqrt(x),0.00033339348738081753,0.0002666943764779717
5,4,log(x),0.014897173270583153,0.01876673474907875
5,4,exp(-x**2),1.3581951861851849e-05,1.3864694665244315e-05
5,8,x,2.1355258468247484e-06,2.0152147044427693e-06
5,8,x**2,6.463603494921699e-05,6.204935925779864e-05
5,8,x**3,0.0053802295587956905,0.004194693174213171
5,8,x**4,0.33782902359962463,0.13513174653053284
5,8,x**5,339.0271911621094,403.4281311035156
5,8,1/x,4126.5419921875,10418.505859375
5,8,1/x**2,7758962176.0,13123377152.0
5,8,1/x**3,82347835785216.0,51274791780352.0
5,8,1/x**4,56978428657664.0,45929914695680.0
5,8,1/x**5,1737514926735360.0,127632620388352.0
5,8,sin(x),3.1865216442383826e-05,1.1411104424041696e-05
5,8,cos(x),8.217993126891088e-06,3.948205630877055e-06
5,8,sin(2x),0.0011052509071305394,0.0008855846244841814
5,8,cos(2x),0.0001514238683739677,3.8420927012339234e-05
5,8,sin(x**2),0.0023688345681875944,0.0012397959362715483
5,8,cos(x**2),0.0007659901748411357,0.001155925216153264
5,8,tan(x),637.203369140625,71.18484497070312
5,8,exp(x),0.00036731819272972643,0.0002907238667830825
5,8,sqrt(x),0.00013091664004605263,0.0001241740392288193
5,8,log(x),0.012595987878739834,0.020819760859012604
5,8,exp(-x**2),2.7441019483376294e-06,2.937160388682969e-06
5,16,x,2.747714643192012e-05,2.8050017135683447e-05
5,16,x**2,0.00011180687579326332,0.00010681591811589897
5,16,x**3,0.0007584437262266874,0.0010460991179570556
5,16,x**4,0.030062930658459663,0.05720328167080879
5,16,x**5,0.11416032910346985,0.1753315031528473
5,16,1/x,4740.4208984375,8681.3017578125
5,16,1/x**2,5151563264.0,7520190976.0
5,16,1/x**3,79420404531200.0,46947629006848.0
5,16,1/x**4,15562640982016.0,7813319884800.0
5,16,1/x**5,1696821319565312.0,119322781417472.0
5,16,sin(x),1.1713166259141872e-06,1.0993694559147116e-06
5,16,cos(x),5.749061529058963e-06,4.1842777136480436e-06
5,16,sin(2x),2.1936908524367027e-05,1.7353726434521377e-05
5,16,cos(2x),1.5953390175127424e-05,2.973737719003111e-05
5,16,sin(x**2),0.00022311534848995507,0.00018877454567700624
5,16,cos(x**2),0.0010224473662674427,0.0008865916170179844
5,16,tan(x),564.4564208984375,55.2534065246582
5,16,exp(x),7.874649600125849e-05,8.27826006570831e-05
5,16,sqrt(x),4.8863395932130516e-05,5.466438960866071e-05
5,16,log(x),0.0031350429635494947,0.005156165454536676
5,16,exp(-x**2),3.4885490549640963e-06,3.5066884720436065e-06
5,32,x,1.677206910244422e-06,2.034464614553144e-06
5,32,x**2,2.67079085460864e-05,1.812251502997242e-05
5,32,x**3,0.0029205128084868193,0.001660814043134451
5,32,x**4,0.011076685041189194,0.010343542322516441
5,32,x**5,0.03325130417943001,0.028811728581786156
5,32,1/x,3245.332763671875,12483.6484375
5,32,1/x**2,2757023488.0,2207515648.0
5,32,1/x**3,61057599012864.0,22493475635200.0
5,32,1/x**4,604559179776.0,250466926592.0
5,32,1/x**5,1608109306937344.0,70922014818304.0
5,32,sin(x),2.2331983018375468e-06,2.1122411908436334e-06
5,32,cos(x),7.601428251291509e-07,7.51700326873106e-07
5,32,sin(2x),0.00025966649991460145,0.00026454811450093985
5,32,cos(2x),7.006409578025341e-05,8.156130206771195e-05
5,32,sin(x**2),6.659334758296609e-05,0.00010407176159787923
5,32,cos(x**2),0.0005223898915573955,0.0006183205987326801
5,32,tan(x),661.6990356445312,71.92418670654297
5,32,exp(x),0.00026540367980487645,0.0001252598740393296
5,32,sqrt(x),3.599267438403331e-05,3.949703022954054e-05
5,32,log(x),0.007302672602236271,0.01313924789428711
5,32,exp(-x**2),4.0679552171241085e-07,4.391342827148037e-07
5,64,x,1.543510919077562e-08,1.5908906192407812e-08
5,64,x**2,0.00033775216434150934,0.0003750405157916248
5,64,x**3,0.01731829345226288,0.01587958261370659
5,64,x**4,0.008380263112485409,0.008672061376273632
5,64,x**5,0.09044024348258972,0.0667884424328804
5,64,1/x,4752.255859375,8645.6123046875
5,64,1/x**2,2734496768.0,2044493312.0
5,64,1/x**3,43618979020800.0,3429791432704.0
5,64,1/x**4,310642573312.0,321975320576.0
5,64,1/x**5,1595415665311744.0,65466613628928.0
5,64,sin(x),1.556247480039019e-05,1.6639842215226963e-05
5,64,cos(x),6.615855909331003e-06,6.204974397405749e-06
5,64,sin(2x),2.065187982225325e-05,2.943373692687601e-05
5,64,cos(2x),2.0856581613770686e-05,2.266943920403719e-05
5,64,sin(x**2),0.0008469764143228531,0.0011197689455002546
5,64,cos(x**2),0.00032361591001972556,0.00014767925313208252
5,64,tan(x),608.4329223632812,77.97313690185547
5,64,exp(x),0.00038813651190139353,0.00030195433646440506
5,64,sqrt(x),1.810417052183766e-05,2.1780539100291207e-05
5,64,log(x),0.0021846320014446974,0.003718220628798008
5,64,exp(-x**2),2.0727105720652617e-07,2.1758226864676544e-07
5,128,x,3.2346539228456095e-05,3.285278580733575e-05
5,128,x**2,0.0005866542342118919,0.0005632207612507045
5,128,x**3,0.030537674203515053,0.035039614886045456
5,128,x**4,0.004430464934557676,0.00751989521086216
5,128,x**5,0.6099199056625366,0.590221643447876
5,128,1/x,4767.4423828125,8738.009765625
5,128,1/x**2,3105129728.0,3076445696.0
5,128,1/x**3,34145480736768.0,50792161280.0
5,128,1/x**4,305297129472.0,267050500096.0
5,128,1/x**5,1558345802579968.0,33619651330048.0
5,128,sin(x),7.12575092620682e-06,6.418073098757304e-06
5,128,cos(x),1.2171698472229764e-05,1.2899499779450707e-05
5,128,sin(2x),2.9936896680737846e-05,4.206701123621315e-05
5,128,cos(2x),0.0002460584510117769,0.00026939157396554947
5,128,sin(x**2),0.0004419616307131946,0.000784489675424993
5,128,cos(x**2),0.000746880192309618,0.0006727552390657365
5,128,tan(x),631.3561401367188,60.61528396606445
5,128,exp(x),0.00010216011287411675,0.00014851958258077502
5,128,sqrt(x),2.4522039893781766e-05,2.9933140467619523e-05
5,128,log(x),0.0011313401628285646,0.002615249715745449
5,128,exp(-x**2),2.0189332872178056e-07,2.111853945052644e-07
5,256,x,1.0962615306198131e-05,1.0874978215724695e-05
5,256,x**2,2.447434417263139e-05,1.5163668649620377e-05
5,256,x**3,0.004260705783963203,0.005021702032536268
5,256,x**4,0.6112209558486938,0.22471283376216888
5,256,x**5,1.071292519569397,1.3511923551559448
5,256,1/x,2950.27197265625,13778.94140625
5,256,1/x**2,8368057344.0,14661560320.0
5,256,1/x**3,29453799391232.0,2138923204608.0
5,256,1/x**4,126193311744.0,30902523904.0
5,256,1/x**5,1554520463114240.0,29732435394560.0
5,256,sin(x),2.127767584170215e-05,2.1724254111177288e-05
5,256,cos(x),7.148682925617322e-06,6.886868504807353e-06
5,256,sin(2x),1.4018921319802757e-05,1.4649117474618834e-05
5,256,cos(2x),2.239053719677031e-05,2.1088309949846007e-05
5,256,sin(x**2),0.00019164523109793663,0.00022376133711077273
5,256,cos(x**2),0.0010292927036061883,0.00043355030356906354
5,256,tan(x),603.7254028320312,64.94517517089844
5,256,exp(x),0.004403514787554741,0.004495956469327211
5,256,sqrt(x),3.312255284981802e-05,4.0601269574835896e-05
5,256,log(x),0.0018804020946845412,0.00274903723038733
5,256,exp(-x**2),4.4907827145834744e-07,4.1617110468905594e-07
