Layers,Nodes,Function,train MSE,test MSE,time
2,128,II.8.31,8.486073784297332e-05,7.874656148487702e-05,0.8101659999229014
2,128,III.12.43,0.0002740146592259407,0.0002467284502927214,0.6990901995450258
2,128,III.15.27,0.061403751373291016,0.050095099955797195,1.7462593000382185
2,128,III.7.38,0.0021886269096285105,0.002128957537934184,1.9476518002338707
3,4,I.12.1,0.0008794679888524115,0.0008185503538697958,0.36591400019824505
3,4,I.12.4,2.2111489670351148e-05,3.1705316359875724e-05,2.1256577000021935
3,4,I.12.5,0.0012097223661839962,0.000999503885395825,0.3600870002992451
3,4,I.14.3,0.0003524164203554392,0.000335721269948408,0.35035879956558347
3,4,I.14.4,9.262083767680451e-05,8.272808918263763e-05,0.4754635002464056
3,4,I.18.12,0.0036895691882818937,0.0038416290190070868,9.219609399791807
3,4,I.18.16,0.0023557355161756277,0.0032807497773319483,9.230721700005233
3,4,I.25.13,0.00337684853002429,0.0024011030327528715,0.22873010020703077
3,4,I.26.2,0.0015386755112558603,0.0013860473409295082,0.6192693999037147
3,4,I.27.6,0.0002394886832917109,0.00024175933504011482,0.3822700995951891
3,4,I.30.5,0.0017860194202512503,0.001469904207624495,0.366226099897176
3,4,I.43.16,0.0002178042777813971,0.000227040916797705,0.7347220997326076
3,4,I.47.23,0.0003329568135086447,0.0003684551047626883,0.3264258997514844
3,4,II.10.9,0.0007783752516843379,0.0005855875206179917,0.32762599969282746
3,4,II.13.17,9.2769754701294e-05,6.789109465898946e-05,0.9159335000440478
3,4,II.15.4,0.0004905391251668334,0.0005780856008641422,0.720268199685961
3,4,II.15.5,0.00045412551844492555,0.0005325042875483632,0.5857389997690916
3,4,II.2.42,0.00011840373190352693,0.0001916486071422696,2.1159389000386
3,4,II.27.16,0.00013821548782289028,0.0001393138663843274,0.7351024998351932
3,4,II.27.18,0.00036224216455593705,0.0002938325924333185,0.4001925000920892
3,4,II.3.24,2.452833541610744e-05,1.9325983885210007e-05,0.6162851001136005
3,4,II.34.11,4.731371154775843e-05,4.479028211790137e-05,0.4412809000350535
3,4,II.34.29b,6.81233432260342e-05,0.0001108575306716375,0.7356374002993107
3,4,II.38.14,7.473330333596095e-05,6.455049879150465e-05,0.3638834999874234
3,4,II.38.3,0.00031443772604689,0.0002338726189918816,1.0718352003023028
3,4,II.4.23,8.932881428336259e-06,8.107959729386494e-06,0.2936790999956429
3,4,II.8.31,9.551095718052238e-05,7.736469706287608e-05,0.34887189976871014
3,4,III.12.43,0.00028890674002468586,0.00025049387477338314,0.1461713002063334
3,4,III.15.27,0.04081453010439873,0.03303266689181328,0.4020732003264129
3,4,III.7.38,0.0023902072571218014,0.002120174700394273,0.29170139972120523
3,8,I.12.1,0.0006346717127598822,0.0007121366215869784,0.2106614001095295
3,8,I.12.4,2.281416891491972e-05,3.1848903745412827e-05,1.4307287000119686
3,8,I.12.5,0.0009297374053858221,0.0009018951677717268,0.19958870019763708
3,8,I.14.3,0.0003664191463030875,0.0003661170194391161,0.2963423002511263
3,8,I.14.4,5.601276279776357e-05,4.341044041211717e-05,0.21054179966449738
3,8,I.18.12,0.0024443718139082193,0.0028800005093216896,10.50743420002982
3,8,I.18.16,0.003146597882732749,0.004378391895443201,10.843392000067979
3,8,I.25.13,0.002297100843861699,0.0021725911647081375,0.17289930023252964
3,8,I.26.2,0.002000881126150489,0.0018591308034956455,0.33303540013730526
3,8,I.27.6,0.00025978320627473295,0.00026841883664019406,0.2981362999416888
3,8,I.30.5,0.0010603509144857526,0.0011678971350193024,0.16926610004156828
3,8,I.43.16,0.0001714632089715451,0.00019060670456383377,0.9026735001243651
3,8,I.47.23,0.0003159726911690086,0.0003107307420577854,0.1726217996329069
3,8,II.10.9,0.0003374008520040661,0.0003352460917085409,0.22088469984009862
3,8,II.13.17,8.275677828351036e-05,5.591031731455587e-05,0.8861317997798324
3,8,II.15.4,0.00045008971937932074,0.0005773248267360032,0.5320721999742091
3,8,II.15.5,0.0003946998913306743,0.0004677845281548798,0.3882566997781396
3,8,II.2.42,0.00013862310152035207,0.00018311617895960808,0.6793750002980232
3,8,II.27.16,0.00015124537458177656,0.00016430721734650433,0.587428200058639
3,8,II.27.18,0.00024279492208734155,0.00020536428201012313,0.25162100000306964
3,8,II.3.24,1.639435504330322e-05,1.2952013094036374e-05,0.5875744996592402
3,8,II.34.11,5.558628254220821e-05,5.0730555813061073e-05,0.8617601003497839
3,8,II.34.29b,8.323894871864468e-05,0.00011594328680075705,0.6469527999870479
3,8,II.38.14,8.923278801376e-05,8.489404717693105e-05,0.17035519983619452
3,8,II.38.3,0.00021844191360287368,0.00018353277118876576,0.30127529986202717
3,8,II.4.23,7.566996373498114e-06,7.008433840383077e-06,1.2378234998323023
3,8,II.8.31,5.988181146676652e-05,5.388152931118384e-05,0.3395081995986402
3,8,III.12.43,0.0003636153705883771,0.0003431343357078731,0.2557628001086414
3,8,III.15.27,0.03290983662009239,0.026150919497013092,0.384079999756068
3,8,III.7.38,0.001911607221700251,0.0018645505188032985,0.467580100055784
3,16,I.12.1,0.0006634720484726131,0.0006269474979490042,0.2172559997998178
3,16,I.12.4,1.7133061191998422e-05,1.9071010683546774e-05,5.716758000198752
3,16,I.12.5,0.0011015686905011535,0.0009696593042463064,0.22024369984865189
3,16,I.14.3,0.0002961853751912713,0.00028627816936932504,0.23725350014865398
3,16,I.14.4,5.253060589893721e-05,5.1860566600225866e-05,0.2636637003161013
3,16,I.18.12,0.0033298067282885313,0.0031869744416326284,11.68834300013259
3,16,I.18.16,0.002011578530073166,0.0026749155949801207,11.869941100012511
3,16,I.25.13,0.002512873150408268,0.0020636050030589104,0.10213269991800189
3,16,I.26.2,0.0015322256367653608,0.0015226701507344842,0.3444616999477148
3,16,I.27.6,0.00017699971795082092,0.00020494796626735479,0.420966699719429
3,16,I.30.5,0.000472626939881593,0.0005422119866125286,0.2128000003285706
3,16,I.43.16,0.0001848941174102947,0.00018974817066919059,0.3955204002559185
3,16,I.47.23,0.00023936877551022917,0.00022796151461079717,0.18746790010482073
3,16,II.10.9,0.0003794053627643734,0.00033616277505643666,0.1885420000180602
3,16,II.13.17,5.447508374345489e-05,5.8759524108609185e-05,1.3329155999235809
3,16,II.15.4,0.0004932390875183046,0.0005304182996042073,1.468491899780929
3,16,II.15.5,0.00048508273903280497,0.000515367544721812,0.9424095000140369
3,16,II.2.42,0.00010883183858823031,0.00018147399532608688,1.5835117003880441
3,16,II.27.16,0.00011911588808288798,0.00012695463374257088,0.5245769000612199
3,16,II.27.18,0.0002445232239551842,0.00023461699311155826,0.2477895999327302
3,16,II.3.24,1.113602593250107e-05,9.524148481432348e-06,0.35759969986975193
3,16,II.34.11,4.803935735253617e-05,4.73399086331483e-05,0.823248399887234
3,16,II.34.29b,9.296173811890185e-05,0.0001158753948402591,1.591544299852103
3,16,II.38.14,8.129193156491965e-05,6.335244688671082e-05,0.17909270012751222
3,16,II.38.3,0.0002211435785284266,0.00018359212845098227,0.42667350033298135
3,16,II.4.23,7.99765984993428e-06,7.140065918065375e-06,0.9597173002548516
3,16,II.8.31,2.971479443658609e-05,2.6755464205052704e-05,0.31402119994163513
3,16,III.12.43,0.00010488351108506322,9.584217332303524e-05,0.1847014999948442
3,16,III.15.27,0.03294272720813751,0.034083906561136246,0.3744350001215935
3,16,III.7.38,0.0012819846160709858,0.0010337616549804807,0.23338320013135672
3,32,I.12.1,0.000541231594979763,0.0005371168372221291,0.45464110001921654
3,32,I.12.4,3.2915486372075975e-05,3.16637524520047e-05,0.609959099907428
3,32,I.12.5,0.0007521896623075008,0.0007276067626662552,0.2493646997027099
3,32,I.14.3,0.00022456490842159837,0.0001984812261071056,0.3593211998231709
3,32,I.14.4,6.356734229484573e-05,6.58964054309763e-05,0.2512320000678301
3,32,I.18.12,0.0017214725958183408,0.0019837613217532635,12.815308100078255
3,32,I.18.16,0.001977713080123067,0.002473066793754697,13.16860879957676
3,32,I.25.13,0.0032845616806298494,0.0030419069807976484,0.3025035001337528
3,32,I.26.2,0.0015880231512710452,0.0014908929588273168,0.3522473000921309
3,32,I.27.6,0.00021545540948864073,0.0002683018974494189,0.45667950017377734
3,32,I.30.5,0.0012740642996504903,0.0012112687109038234,0.2718599997460842
3,32,I.43.16,0.0001939907670021057,0.00015322068065870553,0.7479544002562761
3,32,I.47.23,0.0003627364058047533,0.00036146389902569354,0.20794290024787188
3,32,II.10.9,0.0005965545424260199,0.0004803025221917778,0.15202229982241988
3,32,II.13.17,0.00011120519775431603,5.612741006189026e-05,1.606738899834454
3,32,II.15.4,0.0002974757517222315,0.00034066702937707305,0.4047919996082783
3,32,II.15.5,0.0004630563489627093,0.0004873204743489623,0.761287999805063
3,32,II.2.42,0.00012392459029797465,0.00017077439406421036,1.1670695999637246
3,32,II.27.16,0.00011234876001253724,0.00013134616892784834,0.35657900013029575
3,32,II.27.18,0.0003503879124764353,0.0003030879015568644,0.20208550011739135
3,32,II.3.24,1.6763304302003235e-05,1.5137624359340407e-05,0.509092700202018
3,32,II.34.11,5.345034514903091e-05,5.850798697792925e-05,0.3147384999319911
3,32,II.34.29b,9.391467756358907e-05,0.00012301138485781848,1.5906582004390657
3,32,II.38.14,9.019968274515122e-05,0.00010131803719559684,0.2495226999744773
3,32,II.38.3,0.0002063935826299712,0.00020102357666473836,0.3693678001873195
3,32,II.4.23,7.771336640871596e-06,7.670838385820389e-06,1.0199226001277566
3,32,II.8.31,7.321408338611946e-05,7.724337046965957e-05,0.31018019979819655
3,32,III.12.43,9.897126437863335e-05,8.978483674582094e-05,0.34801029972732067
3,32,III.15.27,0.06427840888500214,0.048684608191251755,0.408621100243181
3,32,III.7.38,0.0017886051209643483,0.0016900551272556186,0.29252890031784773
3,64,I.12.1,0.0007605180726386607,0.000547362316865474,0.42294760001823306
3,64,I.12.4,2.9096296202624217e-05,3.022683631570544e-05,2.6080514998175204
3,64,I.12.5,0.000702830555383116,0.0006969461683183908,0.33465590002015233
3,64,I.14.3,0.0002515744708944112,0.00024205884255934507,0.7954690996557474
3,64,I.14.4,6.87647916493006e-05,6.002494046697393e-05,0.3876931997947395
3,64,I.18.12,0.0025163684040308,0.0025802324526011944,16.827896799892187
3,64,I.18.16,0.011864732950925827,0.008533184416592121,21.03338210005313
3,64,I.25.13,0.0035926331765949726,0.002914738142862916,0.4970185998827219
3,64,I.26.2,0.0021613335702568293,0.0020414856262505054,0.6067127999849617
3,64,I.27.6,0.00014757168537471443,0.00014877499779686332,0.44280469976365566
3,64,I.30.5,0.000661279249470681,0.0006170302513055503,0.6485514999367297
3,64,I.43.16,0.0001467842812417075,0.00015106660430319607,1.4232349996455014
3,64,I.47.23,0.00029296069988049567,0.00028979600756429136,0.4067187998443842
3,64,II.10.9,0.00035041916999034584,0.00030837999656796455,0.5909098000265658
3,64,II.13.17,7.457791070919484e-05,5.405446790973656e-05,3.924010999966413
3,64,II.15.4,0.0002761176147032529,0.0003201117506250739,1.1266736001707613
3,64,II.15.5,0.00034482075716368854,0.0003686553973238915,0.6989788003265858
3,64,II.2.42,8.547876495867968e-05,0.00013145589036867023,6.2345255999825895
3,64,II.27.16,5.5524982599308714e-05,6.399942503776401e-05,1.2927077999338508
3,64,II.27.18,0.00031810940708965063,0.00031401283922605217,0.5096211000345647
3,64,II.3.24,2.2393278413801454e-05,1.757763311616145e-05,0.6796646998263896
3,64,II.34.11,7.36235742806457e-05,5.889974636374973e-05,1.3459474998526275
3,64,II.34.29b,5.790330396848731e-05,9.336921357316896e-05,2.552243100013584
3,64,II.38.14,8.682747284183279e-05,8.336039900314063e-05,0.567304499913007
3,64,II.38.3,0.00019109326240140945,0.00017140855197794735,1.2561248000711203
3,64,II.4.23,9.0949561126763e-06,7.636628652107902e-06,1.249713100027293
3,64,II.8.31,8.802137745078653e-05,9.104116179514676e-05,0.5046178000047803
3,64,III.12.43,0.0004349384398665279,0.0004091171722393483,0.36813570000231266
3,64,III.15.27,0.02637622505426407,0.019114501774311066,0.9830045998096466
3,64,III.7.38,0.001331884297542274,0.0012113103875890374,0.6161400000564754
3,128,I.12.1,0.0006767779705114663,0.0006451662047766149,1.0621015997603536
3,128,I.12.4,2.5708090106491e-05,2.658788980625104e-05,2.985796299763024
3,128,I.12.5,0.0010272955987602472,0.0009992154082283378,1.7942194999195635
3,128,I.14.3,0.00031495816074311733,0.0003019309660885483,3.2959716003388166
3,128,I.14.4,5.4112388170324266e-05,4.8988222260959446e-05,1.574723199941218
3,128,I.18.12,0.05772974714636803,0.04991613328456879,131.63476889999583
3,128,I.18.16,0.01744341105222702,0.018745683133602142,100.63406450022012
3,128,I.25.13,0.0016097729094326496,0.00185756990686059,2.0116439000703394
3,128,I.26.2,0.001206213259138167,0.00140438845846802,2.7070679999887943
3,128,I.27.6,0.00019308547780383378,0.00021792339975945652,1.3746349001303315
3,128,I.30.5,0.0016820811433717608,0.0015696317423135042,1.85858070012182
3,128,I.43.16,0.00011719975009327754,0.00012708952999673784,2.8532007997855544
3,128,I.47.23,0.00020413911261130124,0.00021299805666785687,1.289157200139016
3,128,II.10.9,0.0004215616500005126,0.0003044218465220183,1.5476839002221823
3,128,II.13.17,0.013180623762309551,0.008715975098311901,170.32956350035965
3,128,II.15.4,0.04876117780804634,0.05823291465640068,160.39776359964162
3,128,II.15.5,0.00039963345625437796,0.0004356952849775553,1.3759432998485863
3,128,II.2.42,0.01904553547501564,0.019996002316474915,91.43571639992297
3,128,II.27.16,0.00012153209536336362,0.00014123282744549215,1.899797699879855
3,128,II.27.18,0.0003435458056628704,0.0002525818126741797,0.8647938999347389
3,128,II.3.24,0.0019394921837374568,0.0019771188963204622,29.340024000033736
3,128,II.34.11,5.2583476644940674e-05,5.0242251745657995e-05,2.7347430996596813
3,128,II.34.29b,0.010361895896494389,0.012579219415783882,57.55248360009864
3,128,II.38.14,5.5566237278981134e-05,5.600743315881118e-05,1.165329100098461
3,128,II.38.3,0.0001915993052534759,0.00018468215421307832,3.3488640999421477
3,128,II.4.23,8.564443305658642e-06,7.589902907056967e-06,22.362072799820453
3,128,II.8.31,6.736141949659213e-05,5.723264621337876e-05,0.9781817998737097
3,128,III.12.43,0.00025234653730876744,0.00023717829026281834,1.0059495996683836
3,128,III.15.27,0.03682481124997139,0.026310672983527184,2.903015300165862
3,128,III.7.38,0.002119865268468857,0.0018141398904845119,2.8814056999981403
4,4,I.12.1,0.0007120872614905238,0.000728953571524471,0.6718226000666618
4,4,I.12.4,2.0882185708614998e-05,2.4794673663564026e-05,1.0861541000194848
4,4,I.12.5,0.0008735655574128032,0.0008081184350885451,0.5302470000460744
4,4,I.14.3,0.00043257896322757006,0.00038953564944677055,1.1151609001681209
4,4,I.14.4,4.2105919419554994e-05,3.5747587389778346e-05,0.6031478000804782
4,4,I.18.12,0.00738069461658597,0.007518455386161804,12.230561200063676
4,4,I.18.16,0.0018277912167832255,0.002043004147708416,11.240166599862278
4,4,I.25.13,0.002639531623572111,0.0020949081517755985,0.23838500026613474
4,4,I.26.2,0.0017914703348651528,0.0016518394695594907,1.363666399847716
4,4,I.27.6,0.0002921753912232816,0.000277769286185503,0.26310320012271404
4,4,I.30.5,0.0012743702391162515,0.0012432328658178449,0.32019460014998913
4,4,I.43.16,0.00022095840540714562,0.00019294115190859884,0.622325399890542
4,4,I.47.23,0.00032710927189327776,0.0003405963070690632,0.30700570018962026
4,4,II.10.9,0.0005504462169483304,0.00041993497870862484,0.4028742997907102
4,4,II.13.17,0.00011817874474218115,6.410665082512423e-05,0.4868167000822723
4,4,II.15.4,0.00040405805339105427,0.00048299599438905716,1.0291043003089726
4,4,II.15.5,0.00032288688817061484,0.0004117779608350247,0.5774233001284301
4,4,II.2.42,0.00011169911886099726,0.0001721757580526173,0.95077949995175
4,4,II.27.16,0.00017302257765550166,0.00016716416575945914,1.0532623999752104
4,4,II.27.18,0.0002993577509187162,0.0002600545121822506,0.26874780002981424
4,4,II.3.24,2.298415347468108e-05,1.9393850379856303e-05,0.5297928000800312
4,4,II.34.11,5.520939521375112e-05,5.416858766693622e-05,0.7523639998398721
4,4,II.34.29b,6.995741568971425e-05,0.00011868423462146893,1.1114581003785133
4,4,II.38.14,0.00012481538578867912,0.00010837613808689639,0.22430549981072545
4,4,II.38.3,0.00029307641671039164,0.0002372184389969334,0.4886862998828292
4,4,II.4.23,7.918109076854307e-06,5.473601504490944e-06,0.894552799873054
4,4,II.8.31,8.154274837579578e-05,6.929367373231798e-05,0.27240779995918274
4,4,III.12.43,0.00044424584484659135,0.0004222024290356785,0.26879690028727055
4,4,III.15.27,0.053636666387319565,0.051762908697128296,0.49117729999125004
4,4,III.7.38,0.0021804829593747854,0.0019177007488906384,0.28263939963653684
4,8,I.12.1,0.0009139692992903292,0.0009219063795171678,0.35252870013937354
4,8,I.12.4,2.3267639335244894e-05,3.193861630279571e-05,0.9950113999657333
4,8,I.12.5,0.0005052952910773456,0.0004950950969941914,0.34843149967491627
4,8,I.14.3,0.00037142515066079795,0.00037697693915106356,0.301301599945873
4,8,I.14.4,7.722592272330076e-05,6.721941463183612e-05,0.3437300999648869
4,8,I.18.12,0.0017756898887455463,0.0017867963761091232,12.561005900148302
4,8,I.18.16,0.0017659595469012856,0.0026192141231149435,12.904415800236166
4,8,I.25.13,0.0013542863307520747,0.0013542546657845378,0.3047362002544105
4,8,I.26.2,0.0011399072827771306,0.001124176662415266,0.3019252000376582
4,8,I.27.6,0.0002384132385486737,0.00020979440887458622,0.29921940015628934
4,8,I.30.5,0.0013155491324141622,0.0013816205319017172,0.2119280998595059
4,8,I.43.16,0.0001972966274479404,0.0001953222817974165,0.35940949991345406
4,8,I.47.23,0.0001930125436047092,0.0001628771424293518,0.2768802000209689
4,8,II.10.9,0.0003882761229760945,0.0002992187219206244,0.20342550007626414
4,8,II.13.17,8.635079575469717e-05,7.392893894575536e-05,3.4579380000941455
4,8,II.15.4,0.00040577613981440663,0.0004696781106758863,0.8143953001126647
4,8,II.15.5,0.00027308103744871914,0.00032496260246261954,0.7568251001648605
4,8,II.2.42,0.00015512917889282107,0.00015683210222050548,1.464857800398022
4,8,II.27.16,0.0001577929506311193,0.00015725957928225398,0.3740675002336502
4,8,II.27.18,0.0003458158462308347,0.00031134343589656055,0.31736990017816424
4,8,II.3.24,2.1970548914396204e-05,1.718463681754656e-05,0.8508935999125242
4,8,II.34.11,4.715843533631414e-05,4.8204285121755674e-05,0.5474819000810385
4,8,II.34.29b,7.75479493313469e-05,0.00011972269567195326,0.7146560996770859
4,8,II.38.14,0.00011100712436018512,0.00010408345406176522,0.15994990011677146
4,8,II.38.3,0.0002533388033043593,0.00023132005298975855,0.3270681002177298
4,8,II.4.23,6.904243491590023e-06,5.337150923878653e-06,0.4899154999293387
4,8,II.8.31,2.7636981030809693e-05,2.869165655283723e-05,0.21471960004419088
4,8,III.12.43,0.00047253689263015985,0.0004322916502133012,0.21474399976432323
4,8,III.15.27,0.027610359713435173,0.027887312695384026,0.6500037000514567
4,8,III.7.38,0.0009728280128911138,0.0007866540108807385,0.2744686002843082
4,16,I.12.1,0.0009915906703099608,0.0008942254353314638,0.3929212996736169
4,16,I.12.4,2.425209640932735e-05,2.9958897357573733e-05,1.0775784999132156
4,16,I.12.5,0.0005381182418204844,0.0004810483369510621,0.21947099966928363
4,16,I.14.3,0.0002478417882230133,0.00025140942307189107,0.3531396999023855
4,16,I.14.4,6.720175588270649e-05,6.777937960578129e-05,0.34598199976608157
4,16,I.18.12,0.0011481510009616613,0.0011956342495977879,15.406484799925238
4,16,I.18.16,0.001607040292583406,0.0019955108873546124,15.668226799927652
4,16,I.25.13,0.0026895038317888975,0.0023025237023830414,0.1632455000653863
4,16,I.26.2,0.0015697383787482977,0.0014005224220454693,0.32975489972159266
4,16,I.27.6,0.00023321354819927365,0.0002327543479623273,0.297878900077194
4,16,I.30.5,0.001088348450139165,0.001256185700185597,0.29702759999781847
4,16,I.43.16,0.00021283897513058037,0.00019927155517507344,0.3614777997136116
4,16,I.47.23,0.0002712805289775133,0.00027449612389318645,0.18015170004218817
4,16,II.10.9,0.0005697449669241905,0.0004246822791174054,0.24764430010691285
4,16,II.13.17,7.750911026960239e-05,6.326197762973607e-05,1.3922015000134706
4,16,II.15.4,0.00047102203825488687,0.0005224888445809484,0.2994679999537766
4,16,II.15.5,0.00037262417026795447,0.0004294847312849015,0.5211557000875473
4,16,II.2.42,0.00020951087935827672,0.00017351318092551082,1.3264895998872817
4,16,II.27.16,0.00013665686128661036,0.0001334885455435142,0.9047077000141144
4,16,II.27.18,0.0003002076700795442,0.0002074273506877944,0.22282950021326542
4,16,II.3.24,1.4038640074431896e-05,1.5945899576763622e-05,0.3314940999262035
4,16,II.34.11,3.812742215814069e-05,2.9297116270754486e-05,0.48636920005083084
4,16,II.34.29b,6.820810813223943e-05,9.929639054462314e-05,1.1556979999877512
4,16,II.38.14,4.726243423647247e-05,4.845013245358132e-05,0.23470109980553389
4,16,II.38.3,0.0001527388085378334,0.00014087358431424946,0.30220979964360595
4,16,II.4.23,8.045194590522442e-06,7.125351658032741e-06,1.3609694000333548
4,16,II.8.31,9.376132948091254e-05,8.697618613950908e-05,0.24176480015739799
4,16,III.12.43,0.00013720474089495838,0.0001322481402894482,0.23308360017836094
4,16,III.15.27,0.020228993147611618,0.017765862867236137,0.7172342003323138
4,16,III.7.38,0.001360040158033371,0.0009560791659168899,0.29708619974553585
4,32,I.12.1,0.0009578527533449233,0.0009222134249284863,0.3232054002583027
4,32,I.12.4,3.478502549114637e-05,3.048063808819279e-05,1.0133760003373027
4,32,I.12.5,0.0004990288289263844,0.0004456248425412923,0.41917270002886653
4,32,I.14.3,0.00014055476640351117,0.00015431751671712846,0.8514800001867115
4,32,I.14.4,7.393743726424873e-05,6.274740007938817e-05,0.33875339990481734
4,32,I.18.12,0.0027657693717628717,0.0026163803413510323,17.55767030036077
4,32,I.18.16,0.002475404180586338,0.0031942916102707386,18.70927400002256
4,32,I.25.13,0.0028447320219129324,0.0027936252299696207,0.27121710032224655
4,32,I.26.2,0.0018857333343476057,0.0018586880760267377,0.338032899890095
4,32,I.27.6,0.0001523415994597599,0.0001554363261675462,0.35451210010796785
4,32,I.30.5,0.0012362130219116807,0.0011515850201249123,0.2967557003721595
4,32,I.43.16,0.00021321616077329963,0.000188655816600658,1.304951900150627
4,32,I.47.23,0.00011952679778914899,0.0001010004198178649,0.3871319000609219
4,32,II.10.9,0.00023323643836192787,0.00017699228192213923,0.34861209988594055
4,32,II.13.17,8.798902126727626e-05,6.208474223967642e-05,1.9322772999294102
4,32,II.15.4,0.0004114685580134392,0.00042564785690046847,0.696997799910605
4,32,II.15.5,0.0005613112007267773,0.0005718868342228234,0.38444050028920174
4,32,II.2.42,0.00017241228488273919,0.00013933388981968164,1.1354497000575066
4,32,II.27.16,0.00015943973266985267,0.00017106869199778885,1.235263700131327
4,32,II.27.18,0.00027862240676768124,0.0002572208468336612,0.38642159989103675
4,32,II.3.24,2.0977266103727743e-05,1.5979259842424653e-05,0.39729239977896214
4,32,II.34.11,4.8484187573194504e-05,5.3034938900964335e-05,0.47905279975384474
4,32,II.34.29b,5.307074752636254e-05,0.00011069922766182572,2.33335530012846
4,32,II.38.14,7.539644866483286e-05,7.718289998592809e-05,0.2993797999806702
4,32,II.38.3,0.0001993772602872923,0.00018004151934292167,0.7525725001469254
4,32,II.4.23,9.711726306704804e-06,7.640138392162044e-06,0.6191253000870347
4,32,II.8.31,5.736839011660777e-05,5.466198126669042e-05,0.2886920999735594
4,32,III.12.43,0.0003600321360863745,0.0003151307755615562,0.2640534001402557
4,32,III.15.27,0.04545500501990318,0.03850534185767174,0.8341773999854922
4,32,III.7.38,0.0012892367085441947,0.0013759982539340854,0.5059291999787092
4,64,I.12.1,0.0009253782918676734,0.0007549751317128539,0.9196206000633538
4,64,I.12.4,2.381922968197614e-05,2.5828650905168615e-05,3.540777400135994
4,64,I.12.5,0.0005166609189473093,0.00043376118992455304,0.5582286999560893
4,64,I.14.3,0.0003562636557035148,0.0003225801629014313,0.8680198998190463
4,64,I.14.4,6.334033969324082e-05,6.345526344375685e-05,0.6013633999973536
4,64,I.18.12,0.0020073303021490574,0.0021509758662432432,23.046317299827933
4,64,I.18.16,0.0039027922321110964,0.004381299484521151,27.710959599819034
4,64,I.25.13,0.0018092254176735878,0.0015621065394952893,0.6342636998742819
4,64,I.26.2,0.0021484745666384697,0.0018251985311508179,0.6433750996366143
4,64,I.27.6,0.00014927554002497345,0.00015495762636419386,0.58208840014413
4,64,I.30.5,0.0006488245562650263,0.0006238171481527388,0.49752460001036525
4,64,I.43.16,0.00019602262182161212,0.00018956836720462888,1.556331000290811
4,64,I.47.23,0.0002446573053020984,0.00024255710013676435,0.5899889003485441
4,64,II.10.9,0.0005164266331121325,0.0005722230998799205,0.5766912996768951
4,64,II.13.17,0.013124946504831314,0.008628792129456997,33.17728570010513
4,64,II.15.4,0.0003070484090130776,0.00033585811615921557,0.9881907999515533
4,64,II.15.5,0.00031254187342710793,0.00039770908188074827,0.9157978002913296
4,64,II.2.42,9.903106547426432e-05,0.00014880362141411752,5.258149700239301
4,64,II.27.16,0.0001560480595799163,0.00016190586029551923,0.9986482998356223
4,64,II.27.18,0.00031425876659341156,0.0003057677240576595,0.5098661999218166
4,64,II.3.24,1.507060915173497e-05,1.3069879059912637e-05,0.4383212001994252
4,64,II.34.11,2.3869453798397444e-05,2.182720163546037e-05,1.4355655000545084
4,64,II.34.29b,7.361813186435029e-05,0.00011406752309994772,1.4528489001095295
4,64,II.38.14,8.394581527682021e-05,7.857443415559828e-05,0.37259830022230744
4,64,II.38.3,0.00021484491298906505,0.00021266803378239274,1.8015020000748336
4,64,II.4.23,5.907917056902079e-06,5.0262642616871744e-06,0.8359349998645484
4,64,II.8.31,7.347131031565368e-05,6.878713611513376e-05,0.33597670029848814
4,64,III.12.43,0.0002861198445316404,0.00026972804334945977,0.3376230001449585
4,64,III.15.27,0.05934479832649231,0.05127972364425659,1.3126267003826797
4,64,III.7.38,0.002608539769425988,0.0016124668763950467,0.908179400023073
4,128,I.12.1,0.0008607019553892314,0.0007700924761593342,2.70060439966619
4,128,I.12.4,0.0036275298334658146,0.003296280512586236,80.87852969998494
4,128,I.12.5,0.0009640450589358807,0.0009154946892522275,2.436708699911833
4,128,I.14.3,0.0003173924924340099,0.0002985729952342808,1.4429286001250148
4,128,I.14.4,6.455155380535871e-05,6.628897972404957e-05,1.2189187998883426
4,128,I.18.12,0.05773108825087547,0.04988091066479683,93.42422440042719
4,128,I.18.16,0.017317356541752815,0.018695535138249397,71.62199069978669
4,128,I.25.13,0.0025285209994763136,0.0018237712793052197,2.3007271997630596
4,128,I.26.2,0.0018492058152332902,0.0017639362486079335,2.1877594999969006
4,128,I.27.6,0.00019793461251538247,0.000231234822422266,1.2502505998127162
4,128,I.30.5,0.0015435116365551949,0.0014749590773135424,1.1213537002913654
4,128,I.43.16,0.0001672973157837987,0.00015030690701678395,2.226148299872875
4,128,I.47.23,0.0003550088149495423,0.0003482731699477881,1.4971626996994019
4,128,II.10.9,0.0005867033614777029,0.0005602195160463452,1.3835880998522043
4,128,II.13.17,0.013099439442157745,0.008615606464445591,92.76377579988912
4,128,II.15.4,0.00025495057343505323,0.0002507228055037558,1.579498099628836
4,128,II.15.5,0.04904075711965561,0.058306556195020676,49.60490499995649
4,128,II.2.42,0.018297970294952393,0.01946956291794777,83.62344049988315
4,128,II.27.16,0.00010731766815297306,0.00010975778423016891,1.4492001999169588
4,128,II.27.18,0.00034268861054442823,0.00029718378209508955,1.5162396999076009
4,128,II.3.24,2.1040348656242713e-05,1.952566162799485e-05,0.8614950999617577
4,128,II.34.11,6.37265620753169e-05,5.862212856300175e-05,1.5991890002042055
